Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price,From,To,Time_from,Time_to,Day_offset
United Airlines,2023-12-29,3h 01m,nonstop,6:00 am – 8:01 am,Basic Economy,$89,BOS,ORD,6:00 am,8:01 am,
American Airlines,2023-12-29,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$89,BOS,ORD,6:50 am,8:54 am,
United Airlines,2023-12-29,3h 02m,nonstop,7:35 am – 9:37 am,Basic Economy,$119,BOS,ORD,7:35 am,9:37 am,
American Airlines,2023-12-29,3h 06m,nonstop,8:00 am – 10:06 am,Basic Economy,$119,BOS,ORD,8:00 am,10:06 am,
United Airlines,2023-12-29,3h 02m,nonstop,3:20 pm – 5:22 pm,Basic Economy,$143,BOS,ORD,3:20 pm,5:22 pm,
United Airlines,2023-12-29,3h 01m,nonstop,9:45 am – 11:46 am,Basic Economy,$154,BOS,ORD,9:45 am,11:46 am,
American Airlines,2023-12-29,3h 07m,nonstop,5:19 pm – 7:26 pm,Basic Economy,$169,BOS,ORD,5:19 pm,7:26 pm,
JetBlue,2023-12-29,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$154,BOS,ORD,6:00 am,8:00 am,
United Airlines,2023-12-29,3h 03m,nonstop,6:22 pm – 8:25 pm,Basic Economy,$202,BOS,ORD,6:22 pm,8:25 pm,
American Airlines,2023-12-29,3h 05m,nonstop,3:30 pm – 5:35 pm,Main Cabin,$219,BOS,ORD,3:30 pm,5:35 pm,
American Airlines,2023-12-29,3h 05m,nonstop,12:09 pm – 2:14 pm,Main Cabin,$219,BOS,ORD,12:09 pm,2:14 pm,
Delta,2023-12-29,3h 06m,nonstop,1:25 pm – 3:31 pm,Basic Economy,$219,BOS,ORD,1:25 pm,3:31 pm,
Delta,2023-12-29,3h 13m,nonstop,7:25 pm – 9:38 pm,Basic Economy,$219,BOS,ORD,7:25 pm,9:38 pm,
American Airlines,2023-12-29,5h 29m,1 stop,7:00 am – 11:29 am,Basic Economy,$104,BOS,ORD,7:00 am,11:29 am,
American Airlines,2023-12-29,5h 42m,1 stop,7:00 am – 11:42 am,Basic Economy,$129,BOS,ORD,7:00 am,11:42 am,
United Airlines,2023-12-30,3h 01m,nonstop,6:00 am – 8:01 am,Basic Economy,$89,BOS,ORD,6:00 am,8:01 am,
American Airlines,2023-12-30,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$89,BOS,ORD,6:50 am,8:54 am,
United Airlines,2023-12-30,3h 02m,nonstop,7:35 am – 9:37 am,Basic Economy,$119,BOS,ORD,7:35 am,9:37 am,
JetBlue,2023-12-30,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$134,BOS,ORD,6:00 am,8:00 am,
United Airlines,2023-12-30,3h 03m,nonstop,6:22 pm – 8:25 pm,Basic Economy,$154,BOS,ORD,6:22 pm,8:25 pm,
American Airlines,2023-12-30,3h 07m,nonstop,5:19 pm – 7:26 pm,Basic Economy,$169,BOS,ORD,5:19 pm,7:26 pm,
United Airlines,2023-12-30,3h 01m,nonstop,9:45 am – 11:46 am,Basic Economy,$175,BOS,ORD,9:45 am,11:46 am,
Delta,2023-12-30,3h 13m,nonstop,7:25 pm – 9:38 pm,Basic Economy,$179,BOS,ORD,7:25 pm,9:38 pm,
American Airlines,2023-12-30,3h 05m,nonstop,3:30 pm – 5:35 pm,Main Cabin,$219,BOS,ORD,3:30 pm,5:35 pm,
American Airlines,2023-12-30,6h 31m,1 stop,7:00 am – 12:31 pm,Basic Economy,$104,BOS,ORD,7:00 am,12:31 pm,
Delta,2023-12-30,3h 06m,nonstop,1:25 pm – 3:31 pm,Basic Economy,$219,BOS,ORD,1:25 pm,3:31 pm,
Delta,2023-12-30,3h 07m,nonstop,9:20 am – 11:27 am,Basic Economy,$219,BOS,ORD,9:20 am,11:27 am,
United Airlines,2023-12-30,3h 02m,nonstop,3:20 pm – 5:22 pm,Economy,$259,BOS,ORD,3:20 pm,5:22 pm,
United Airlines,2023-12-30,5h 46m,1 stop,6:44 pm – 11:30 pm,Basic Economy,$157,BOS,ORD,6:44 pm,11:30 pm,
American Airlines,2023-12-30,3h 05m,nonstop,1:09 pm – 3:14 pm,Main Cabin,$279,BOS,ORD,1:09 pm,3:14 pm,
Frontier,2023-12-01,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$79,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-01,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$149,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-01,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$149,ORD,SFO,7:45 pm,10:32 pm,
American Airlines,2023-12-01,4h 52m,nonstop,7:01 pm – 9:53 pm,Basic Economy,$149,ORD,SFO,7:01 pm,9:53 pm,
United Airlines,2023-12-01,4h 47m,nonstop,2:07 pm – 4:54 pm,Basic Economy,$149,ORD,SFO,2:07 pm,4:54 pm,
American Airlines,2023-12-01,4h 46m,nonstop,1:35 pm – 4:21 pm,Basic Economy,$149,ORD,SFO,1:35 pm,4:21 pm,
Alaska Airlines,2023-12-01,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$149,ORD,SFO,2:34 pm,5:34 pm,
United Airlines,2023-12-01,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$149,ORD,SFO,6:00 pm,8:52 pm,
American Airlines,2023-12-01,4h 43m,nonstop,8:45 am – 11:28 am,Basic Economy,$149,ORD,SFO,8:45 am,11:28 am,
United Airlines,2023-12-01,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$179,ORD,SFO,9:05 am,11:49 am,
United Airlines,2023-12-01,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$149,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-01,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$149,ORD,SFO,7:00 am,9:48 am,
United Airlines,2023-12-01,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$149,ORD,SFO,11:05 am,1:56 pm,
Frontier,2023-12-01,8h 04m,1 stop,8:35 am – 2:39 pm,Economy,$99,MDW,SFO,8:35 am,2:39 pm,
United Airlines,2023-12-01,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$159,ORD,SFO,3:55 pm,8:26 pm,
Frontier,2023-12-02,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$74,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-02,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$69,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-02,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$149,ORD,SFO,4:05 pm,6:44 pm,
American Airlines,2023-12-02,4h 46m,nonstop,1:35 pm – 4:21 pm,Basic Economy,$149,ORD,SFO,1:35 pm,4:21 pm,
United Airlines,2023-12-02,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$149,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-02,4h 47m,nonstop,2:07 pm – 4:54 pm,Basic Economy,$149,ORD,SFO,2:07 pm,4:54 pm,
United Airlines,2023-12-02,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$149,ORD,SFO,7:00 am,9:48 am,
United Airlines,2023-12-02,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$149,ORD,SFO,12:46 pm,3:35 pm,
American Airlines,2023-12-02,4h 52m,nonstop,7:01 pm – 9:53 pm,Basic Economy,$149,ORD,SFO,7:01 pm,9:53 pm,
United Airlines,2023-12-02,4h 55m,nonstop,6:17 pm – 9:12 pm,Basic Economy,$149,ORD,SFO,6:17 pm,9:12 pm,
Alaska Airlines,2023-12-02,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$149,ORD,SFO,2:34 pm,5:34 pm,
United Airlines,2023-12-02,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$179,ORD,SFO,9:05 am,11:49 am,
Frontier,2023-12-02,7h 45m,1 stop,8:55 am – 2:40 pm,Economy,$99,MDW,SFO,8:55 am,2:40 pm,
Frontier,2023-12-02,9h 08m,1 stop,11:09 am – 6:17 pm,Economy,$79,MDW,SFO,11:09 am,6:17 pm,
Frontier,2023-12-02,9h 17m,1 stop,1:42 pm – 8:59 pm,Economy,$99,MDW,SFO,1:42 pm,8:59 pm,
United Airlines,2023-12-02,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$159,ORD,SFO,3:55 pm,8:26 pm,
Frontier,2023-12-03,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$94,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-03,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$89,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-03,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$149,ORD,SFO,7:00 am,9:48 am,
American Airlines,2023-12-03,4h 43m,nonstop,8:45 am – 11:28 am,Basic Economy,$159,ORD,SFO,8:45 am,11:28 am,
American Airlines,2023-12-03,4h 52m,nonstop,7:01 pm – 9:53 pm,Basic Economy,$159,ORD,SFO,7:01 pm,9:53 pm,
United Airlines,2023-12-03,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$179,ORD,SFO,11:05 am,1:56 pm,
United Airlines,2023-12-03,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$189,ORD,SFO,6:00 pm,8:52 pm,
United Airlines,2023-12-03,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$189,ORD,SFO,9:05 am,11:49 am,
United Airlines,2023-12-03,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$189,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-03,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$189,ORD,SFO,12:46 pm,3:35 pm,
Alaska Airlines,2023-12-03,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$219,ORD,SFO,2:34 pm,5:34 pm,
United Airlines,2023-12-03,4h 47m,nonstop,2:07 pm – 4:54 pm,Basic Economy,$218,ORD,SFO,2:07 pm,4:54 pm,
American Airlines,2023-12-03,4h 46m,nonstop,1:35 pm – 4:21 pm,Basic Economy,$255,ORD,SFO,1:35 pm,4:21 pm,
United Airlines,2023-12-03,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$261,ORD,SFO,4:05 pm,6:44 pm,
Frontier,2023-12-03,7h 44m,1 stop,8:55 am – 2:39 pm,Economy,$99,MDW,SFO,8:55 am,2:39 pm,
United Airlines,2023-12-03,6h 47m,1 stop,7:10 am – 11:57 am,Basic Economy,$159,ORD,SFO,7:10 am,11:57 am,
Frontier,2023-12-04,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$56,MDW,SFO,6:35 pm,9:33 pm,
American Airlines,2023-12-04,4h 43m,nonstop,8:45 am – 11:28 am,Basic Economy,$149,ORD,SFO,8:45 am,11:28 am,
United Airlines,2023-12-04,4h 47m,nonstop,2:07 pm – 4:54 pm,Basic Economy,$149,ORD,SFO,2:07 pm,4:54 pm,
United Airlines,2023-12-04,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$149,ORD,SFO,7:45 pm,10:32 pm,
Alaska Airlines,2023-12-04,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$149,ORD,SFO,2:34 pm,5:34 pm,
American Airlines,2023-12-04,4h 52m,nonstop,7:01 pm – 9:53 pm,Basic Economy,$149,ORD,SFO,7:01 pm,9:53 pm,
United Airlines,2023-12-04,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$189,ORD,SFO,11:05 am,1:56 pm,
United Airlines,2023-12-04,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$189,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-04,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$189,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-04,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$234,ORD,SFO,6:00 pm,8:52 pm,
American Airlines,2023-12-04,4h 46m,nonstop,1:35 pm – 4:21 pm,Basic Economy,$245,ORD,SFO,1:35 pm,4:21 pm,
United Airlines,2023-12-04,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$277,ORD,SFO,9:05 am,11:49 am,
Frontier,2023-12-04,7h 59m,1 stop,8:40 am – 2:39 pm,Economy,$99,MDW,SFO,8:40 am,2:39 pm,
Frontier,2023-12-04,8h 53m,1 stop,11:09 am – 6:02 pm,Economy,$82,MDW,SFO,11:09 am,6:02 pm,
United Airlines,2023-12-04,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$159,ORD,SFO,3:55 pm,8:26 pm,
Frontier,2023-12-05,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$44,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-05,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$39,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-05,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$109,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-05,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$109,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-05,4h 47m,nonstop,2:07 pm – 4:54 pm,Basic Economy,$109,ORD,SFO,2:07 pm,4:54 pm,
American Airlines,2023-12-05,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$109,ORD,SFO,1:33 pm,4:23 pm,
United Airlines,2023-12-05,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$109,ORD,SFO,6:00 pm,8:52 pm,
Alaska Airlines,2023-12-05,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$109,ORD,SFO,2:34 pm,5:34 pm,
American Airlines,2023-12-05,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$109,ORD,SFO,6:55 pm,9:56 pm,
United Airlines,2023-12-05,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$181,ORD,SFO,12:46 pm,3:35 pm,
Frontier,2023-12-05,7h 55m,1 stop,8:45 am – 2:40 pm,Economy,$56,MDW,SFO,8:45 am,2:40 pm,
United Airlines,2023-12-05,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$119,ORD,SFO,3:55 pm,8:26 pm,
Delta,2023-12-05,6h 33m,1 stop,8:59 am – 1:32 pm,Basic Economy,$119,ORD,SFO,8:59 am,1:32 pm,
United Airlines,2023-12-05,6h 45m,1 stop,12:55 pm – 5:40 pm,Basic Economy,$119,ORD,SFO,12:55 pm,5:40 pm,
American Airlines,2023-12-05,6h 50m,1 stop,7:15 am – 12:05 pm,Basic Economy,$119,ORD,SFO,7:15 am,12:05 pm,
Delta,2023-12-05,6h 48m,1 stop,6:28 am – 11:16 am,Basic Economy,$119,MDW,SFO,6:28 am,11:16 am,
Frontier,2023-12-06,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$44,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-06,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$39,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-06,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$109,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-06,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$109,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-06,4h 47m,nonstop,2:07 pm – 4:54 pm,Basic Economy,$109,ORD,SFO,2:07 pm,4:54 pm,
American Airlines,2023-12-06,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$109,ORD,SFO,1:33 pm,4:23 pm,
Alaska Airlines,2023-12-06,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$109,ORD,SFO,2:34 pm,5:34 pm,
American Airlines,2023-12-06,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$109,ORD,SFO,6:55 pm,9:56 pm,
United Airlines,2023-12-06,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$173,ORD,SFO,12:46 pm,3:35 pm,
Frontier,2023-12-06,7h 45m,1 stop,8:55 am – 2:40 pm,Economy,$56,MDW,SFO,8:55 am,2:40 pm,
Frontier,2023-12-06,8h 04m,1 stop,6:00 am – 12:04 pm,Economy,$56,MDW,SFO,6:00 am,12:04 pm,
United Airlines,2023-12-06,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$119,ORD,SFO,3:55 pm,8:26 pm,
United Airlines,2023-12-06,6h 45m,1 stop,12:55 pm – 5:40 pm,Basic Economy,$119,ORD,SFO,12:55 pm,5:40 pm,
Delta,2023-12-06,6h 48m,1 stop,6:28 am – 11:16 am,Basic Economy,$119,MDW,SFO,6:28 am,11:16 am,
American Airlines,2023-12-06,6h 50m,1 stop,7:15 am – 12:05 pm,Basic Economy,$119,ORD,SFO,7:15 am,12:05 pm,
United Airlines,2023-12-06,6h 47m,1 stop,7:10 am – 11:57 am,Basic Economy,$119,ORD,SFO,7:10 am,11:57 am,
Frontier,2023-12-07,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$54,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-07,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$49,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-07,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$119,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-07,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$119,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-07,4h 47m,nonstop,2:07 pm – 4:54 pm,Basic Economy,$119,ORD,SFO,2:07 pm,4:54 pm,
United Airlines,2023-12-07,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$119,ORD,SFO,7:00 am,9:48 am,
United Airlines,2023-12-07,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$119,ORD,SFO,12:46 pm,3:35 pm,
American Airlines,2023-12-07,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$119,ORD,SFO,1:33 pm,4:23 pm,
American Airlines,2023-12-07,4h 52m,nonstop,8:45 am – 11:37 am,Basic Economy,$119,ORD,SFO,8:45 am,11:37 am,
American Airlines,2023-12-07,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$119,ORD,SFO,6:55 pm,9:56 pm,
Alaska Airlines,2023-12-07,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$119,ORD,SFO,2:34 pm,5:34 pm,
United Airlines,2023-12-07,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$149,ORD,SFO,11:05 am,1:56 pm,
United Airlines,2023-12-07,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$187,ORD,SFO,9:05 am,11:49 am,
United Airlines,2023-12-07,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$187,ORD,SFO,6:00 pm,8:52 pm,
United Airlines,2023-12-07,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$129,ORD,SFO,3:55 pm,8:26 pm,
Frontier,2023-12-07,9h 12m,1 stop,8:45 am – 3:57 pm,Economy,$99,MDW,SFO,8:45 am,3:57 pm,
Frontier,2023-12-08,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$64,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-08,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$59,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-08,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$129,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-08,4h 47m,nonstop,2:07 pm – 4:54 pm,Basic Economy,$129,ORD,SFO,2:07 pm,4:54 pm,
American Airlines,2023-12-08,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$129,ORD,SFO,1:33 pm,4:23 pm,
American Airlines,2023-12-08,4h 52m,nonstop,8:45 am – 11:37 am,Basic Economy,$129,ORD,SFO,8:45 am,11:37 am,
American Airlines,2023-12-08,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$129,ORD,SFO,6:55 pm,9:56 pm,
Alaska Airlines,2023-12-08,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$129,ORD,SFO,2:34 pm,5:34 pm,
United Airlines,2023-12-08,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$143,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-08,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$149,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-08,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$182,ORD,SFO,7:00 am,9:48 am,
United Airlines,2023-12-08,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$187,ORD,SFO,9:05 am,11:49 am,
United Airlines,2023-12-08,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$187,ORD,SFO,11:05 am,1:56 pm,
United Airlines,2023-12-08,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$187,ORD,SFO,6:00 pm,8:52 pm,
Frontier,2023-12-08,8h 45m,1 stop,11:09 am – 5:54 pm,Economy,$82,MDW,SFO,11:09 am,5:54 pm,
United Airlines,2023-12-08,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$139,ORD,SFO,3:55 pm,8:26 pm,
Frontier,2023-12-09,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$44,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-09,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$39,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-09,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$109,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-09,4h 48m,nonstop,4:05 pm – 6:53 pm,Basic Economy,$109,ORD,SFO,4:05 pm,6:53 pm,
American Airlines,2023-12-09,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$109,ORD,SFO,1:33 pm,4:23 pm,
United Airlines,2023-12-09,4h 55m,nonstop,6:17 pm – 9:12 pm,Basic Economy,$109,ORD,SFO,6:17 pm,9:12 pm,
Alaska Airlines,2023-12-09,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$109,ORD,SFO,2:34 pm,5:34 pm,
American Airlines,2023-12-09,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$109,ORD,SFO,6:55 pm,9:56 pm,
United Airlines,2023-12-09,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$181,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-09,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$189,ORD,SFO,9:05 am,11:49 am,
Frontier,2023-12-09,8h 45m,1 stop,11:09 am – 5:54 pm,Economy,$56,MDW,SFO,11:09 am,5:54 pm,
Frontier,2023-12-09,7h 45m,1 stop,8:55 am – 2:40 pm,Economy,$87,MDW,SFO,8:55 am,2:40 pm,
United Airlines,2023-12-09,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$119,ORD,SFO,3:55 pm,8:26 pm,
United Airlines,2023-12-09,6h 45m,1 stop,12:55 pm – 5:40 pm,Basic Economy,$119,ORD,SFO,12:55 pm,5:40 pm,
American Airlines,2023-12-09,6h 56m,1 stop,6:11 am – 11:07 am,Basic Economy,$119,ORD,SFO,6:11 am,11:07 am,
Delta,2023-12-09,7h 02m,1 stop,6:29 am – 11:31 am,Basic Economy,$119,MDW,SFO,6:29 am,11:31 am,
Frontier,2023-12-10,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$74,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-10,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$69,MDW,SFO,6:35 pm,9:33 pm,
American Airlines,2023-12-10,4h 52m,nonstop,8:45 am – 11:37 am,Basic Economy,$169,ORD,SFO,8:45 am,11:37 am,
American Airlines,2023-12-10,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$204,ORD,SFO,6:55 pm,9:56 pm,
Alaska Airlines,2023-12-10,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$209,ORD,SFO,2:34 pm,5:34 pm,
United Airlines,2023-12-10,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$217,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-10,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$264,ORD,SFO,6:00 pm,8:52 pm,
United Airlines,2023-12-10,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$271,ORD,SFO,7:00 am,9:48 am,
United Airlines,2023-12-10,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$279,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-10,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$279,ORD,SFO,9:05 am,11:49 am,
United Airlines,2023-12-10,4h 51m,nonstop,2:07 pm – 4:58 pm,Basic Economy,$286,ORD,SFO,2:07 pm,4:58 pm,
American Airlines,2023-12-10,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$314,ORD,SFO,1:33 pm,4:23 pm,
United Airlines,2023-12-10,4h 51m,nonstop,11:05 am – 1:56 pm,Economy,$349,ORD,SFO,11:05 am,1:56 pm,
United Airlines,2023-12-10,4h 48m,nonstop,4:05 pm – 6:53 pm,Economy,$349,ORD,SFO,4:05 pm,6:53 pm,
Delta,2023-12-10,6h 46m,1 stop,7:25 pm – 12:11 am+1,Basic Economy,$139,ORD,SFO,7:25 pm,12:11 am,+1
United Airlines,2023-12-10,7h 24m,1 stop,6:35 pm – 11:59 pm,Basic Economy,$153,ORD,SFO,6:35 pm,11:59 pm,
Frontier,2023-12-11,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$54,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-11,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$49,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-11,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$119,ORD,SFO,7:45 pm,10:32 pm,
American Airlines,2023-12-11,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$119,ORD,SFO,6:55 pm,9:56 pm,
Alaska Airlines,2023-12-11,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$119,ORD,SFO,2:34 pm,5:34 pm,
American Airlines,2023-12-11,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$119,ORD,SFO,1:33 pm,4:23 pm,
United Airlines,2023-12-11,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$149,ORD,SFO,6:00 pm,8:52 pm,
United Airlines,2023-12-11,4h 51m,nonstop,2:07 pm – 4:58 pm,Basic Economy,$149,ORD,SFO,2:07 pm,4:58 pm,
American Airlines,2023-12-11,4h 52m,nonstop,8:45 am – 11:37 am,Basic Economy,$159,ORD,SFO,8:45 am,11:37 am,
United Airlines,2023-12-11,4h 48m,nonstop,4:05 pm – 6:53 pm,Basic Economy,$171,ORD,SFO,4:05 pm,6:53 pm,
