Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price,From,To,Time_from,Time_to,Day_offset
United Airlines,2023-12-11,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$182,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-11,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$187,ORD,SFO,11:05 am,1:56 pm,
Frontier,2023-12-11,8h 33m,1 stop,11:09 am – 5:42 pm,Economy,$79,MDW,SFO,11:09 am,5:42 pm,
Frontier,2023-12-11,7h 59m,1 stop,8:40 am – 2:39 pm,Economy,$90,MDW,SFO,8:40 am,2:39 pm,
Delta,2023-12-11,6h 27m,1 stop,1:55 pm – 6:22 pm,Basic Economy,$129,ORD,SFO,1:55 pm,6:22 pm,
United Airlines,2023-12-11,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$129,ORD,SFO,3:55 pm,8:26 pm,
Frontier,2023-12-12,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$44,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-12,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$39,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-12,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$109,ORD,SFO,7:45 pm,10:32 pm,
Frontier,2023-12-12,7h 55m,1 stop,8:45 am – 2:40 pm,Economy,$56,MDW,SFO,8:45 am,2:40 pm,
United Airlines,2023-12-12,4h 48m,nonstop,4:05 pm – 6:53 pm,Basic Economy,$109,ORD,SFO,4:05 pm,6:53 pm,
United Airlines,2023-12-12,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$109,ORD,SFO,6:00 pm,8:52 pm,
United Airlines,2023-12-12,4h 51m,nonstop,2:07 pm – 4:58 pm,Basic Economy,$109,ORD,SFO,2:07 pm,4:58 pm,
American Airlines,2023-12-12,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$109,ORD,SFO,1:33 pm,4:23 pm,
American Airlines,2023-12-12,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$109,ORD,SFO,6:55 pm,9:56 pm,
United Airlines,2023-12-12,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$127,ORD,SFO,12:46 pm,3:35 pm,
Alaska Airlines,2023-12-12,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$109,ORD,SFO,2:34 pm,5:34 pm,
United Airlines,2023-12-12,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$143,ORD,SFO,9:05 am,11:49 am,
United Airlines,2023-12-12,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$119,ORD,SFO,3:55 pm,8:26 pm,
United Airlines,2023-12-12,6h 45m,1 stop,12:55 pm – 5:40 pm,Basic Economy,$119,ORD,SFO,12:55 pm,5:40 pm,
American Airlines,2023-12-12,6h 50m,1 stop,7:15 am – 12:05 pm,Basic Economy,$119,ORD,SFO,7:15 am,12:05 pm,
American Airlines,2023-12-12,6h 56m,1 stop,6:11 am – 11:07 am,Basic Economy,$119,ORD,SFO,6:11 am,11:07 am,
Frontier,2023-12-13,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$44,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-13,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$39,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-13,4h 47m,nonstop,7:45 pm – 10:32 pm,Basic Economy,$109,ORD,SFO,7:45 pm,10:32 pm,
United Airlines,2023-12-13,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$109,ORD,SFO,7:00 am,9:48 am,
American Airlines,2023-12-13,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$109,ORD,SFO,1:33 pm,4:23 pm,
United Airlines,2023-12-13,4h 51m,nonstop,2:07 pm – 4:58 pm,Basic Economy,$109,ORD,SFO,2:07 pm,4:58 pm,
American Airlines,2023-12-13,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$109,ORD,SFO,6:55 pm,9:56 pm,
Alaska Airlines,2023-12-13,5h 00m,nonstop,2:34 pm – 5:34 pm,Saver,$109,ORD,SFO,2:34 pm,5:34 pm,
United Airlines,2023-12-13,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$127,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-13,4h 44m,nonstop,9:05 am – 11:49 am,Basic Economy,$143,ORD,SFO,9:05 am,11:49 am,
United Airlines,2023-12-13,4h 52m,nonstop,4:05 pm – 6:57 pm,Basic Economy,$143,ORD,SFO,4:05 pm,6:57 pm,
Frontier,2023-12-13,7h 45m,1 stop,8:55 am – 2:40 pm,Economy,$56,MDW,SFO,8:55 am,2:40 pm,
Frontier,2023-12-13,8h 04m,1 stop,6:00 am – 12:04 pm,Economy,$56,MDW,SFO,6:00 am,12:04 pm,
Delta,2023-12-13,6h 27m,1 stop,1:55 pm – 6:22 pm,Basic Economy,$119,ORD,SFO,1:55 pm,6:22 pm,
United Airlines,2023-12-13,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$119,ORD,SFO,3:55 pm,8:26 pm,
Delta,2023-12-13,6h 46m,1 stop,7:25 pm – 12:11 am+1,Basic Economy,$119,ORD,SFO,7:25 pm,12:11 am,+1
Frontier,2023-12-14,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$54,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-14,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$49,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-14,4h 40m,nonstop,4:05 pm – 6:45 pm,Basic Economy,$119,ORD,SFO,4:05 pm,6:45 pm,
United Airlines,2023-12-14,4h 41m,nonstop,2:20 pm – 5:01 pm,Basic Economy,$119,ORD,SFO,2:20 pm,5:01 pm,
United Airlines,2023-12-14,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$119,ORD,SFO,7:00 am,9:48 am,
United Airlines,2023-12-14,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$119,ORD,SFO,12:46 pm,3:35 pm,
American Airlines,2023-12-14,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$119,ORD,SFO,1:33 pm,4:23 pm,
United Airlines,2023-12-14,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$119,ORD,SFO,11:05 am,1:56 pm,
American Airlines,2023-12-14,4h 52m,nonstop,8:45 am – 11:37 am,Basic Economy,$119,ORD,SFO,8:45 am,11:37 am,
American Airlines,2023-12-14,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$119,ORD,SFO,6:55 pm,9:56 pm,
Alaska Airlines,2023-12-14,4h 56m,nonstop,2:30 pm – 5:26 pm,Saver,$119,ORD,SFO,2:30 pm,5:26 pm,
United Airlines,2023-12-14,4h 44m,nonstop,9:00 am – 11:44 am,Basic Economy,$138,ORD,SFO,9:00 am,11:44 am,
United Airlines,2023-12-14,4h 47m,nonstop,7:50 pm – 10:37 pm,Basic Economy,$149,ORD,SFO,7:50 pm,10:37 pm,
United Airlines,2023-12-14,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$187,ORD,SFO,6:00 pm,8:52 pm,
Frontier,2023-12-14,8h 40m,1 stop,11:14 am – 5:54 pm,Economy,$79,MDW,SFO,11:14 am,5:54 pm,
Frontier,2023-12-14,9h 12m,1 stop,8:45 am – 3:57 pm,Economy,$90,MDW,SFO,8:45 am,3:57 pm,
Frontier,2023-12-15,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$64,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-15,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$59,MDW,SFO,6:35 pm,9:33 pm,
American Airlines,2023-12-15,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$129,ORD,SFO,1:33 pm,4:23 pm,
American Airlines,2023-12-15,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$129,ORD,SFO,6:55 pm,9:56 pm,
United Airlines,2023-12-15,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$147,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-15,4h 41m,nonstop,2:20 pm – 5:01 pm,Basic Economy,$171,ORD,SFO,2:20 pm,5:01 pm,
United Airlines,2023-12-15,4h 48m,nonstop,4:10 pm – 6:58 pm,Basic Economy,$171,ORD,SFO,4:10 pm,6:58 pm,
United Airlines,2023-12-15,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$143,ORD,SFO,7:00 am,9:48 am,
United Airlines,2023-12-15,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$149,ORD,SFO,11:05 am,1:56 pm,
Alaska Airlines,2023-12-15,4h 56m,nonstop,2:30 pm – 5:26 pm,Saver,$189,ORD,SFO,2:30 pm,5:26 pm,
American Airlines,2023-12-15,7h 36m,1 stop,3:15 pm – 8:51 pm,Basic Economy,$139,ORD,SFO,3:15 pm,8:51 pm,
American Airlines,2023-12-15,4h 52m,nonstop,8:45 am – 11:37 am,Basic Economy,$194,ORD,SFO,8:45 am,11:37 am,
Delta,2023-12-15,6h 27m,1 stop,1:55 pm – 6:22 pm,Basic Economy,$139,ORD,SFO,1:55 pm,6:22 pm,
United Airlines,2023-12-15,4h 47m,nonstop,7:50 pm – 10:37 pm,Basic Economy,$208,ORD,SFO,7:50 pm,10:37 pm,
United Airlines,2023-12-15,4h 44m,nonstop,9:00 am – 11:44 am,Basic Economy,$208,ORD,SFO,9:00 am,11:44 am,
Delta,2023-12-15,6h 55m,1 stop,7:25 pm – 12:20 am+1,Basic Economy,$139,ORD,SFO,7:25 pm,12:20 am,+1
Frontier,2023-12-16,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$39,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-16,9h 02m,1 stop,11:09 am – 6:11 pm,Economy,$71,MDW,SFO,11:09 am,6:11 pm,
United Airlines,2023-12-16,4h 47m,nonstop,7:50 pm – 10:37 pm,Basic Economy,$143,ORD,SFO,7:50 pm,10:37 pm,
United Airlines,2023-12-16,4h 50m,nonstop,7:00 am – 9:50 am,Basic Economy,$143,ORD,SFO,7:00 am,9:50 am,
American Airlines,2023-12-16,6h 56m,1 stop,6:11 am – 11:07 am,Basic Economy,$119,ORD,SFO,6:11 am,11:07 am,
American Airlines,2023-12-16,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$159,ORD,SFO,6:55 pm,9:56 pm,
United Airlines,2023-12-16,4h 42m,nonstop,9:00 pm – 11:42 pm,Economy,$154,ORD,SFO,9:00 pm,11:42 pm,
United Airlines,2023-12-16,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$173,ORD,SFO,6:00 pm,8:52 pm,
United Airlines,2023-12-16,4h 48m,nonstop,4:05 pm – 6:53 pm,Basic Economy,$175,ORD,SFO,4:05 pm,6:53 pm,
"Spirit Airlines, Frontier",2023-12-16,9h 51m,1 stop,10:48 pm – 6:39 am+1,Economy,$72,ORD,SFO,10:48 pm,6:39 am,+1
United Airlines,2023-12-16,8h 00m,1 stop,12:46 pm – 6:46 pm,Basic Economy,$136,ORD,SFO,12:46 pm,6:46 pm,
United Airlines,2023-12-16,4h 45m,nonstop,9:00 am – 11:45 am,Basic Economy,$186,ORD,SFO,9:00 am,11:45 am,
Delta,2023-12-16,7h 36m,1 stop,6:03 am – 11:39 am,Basic Economy,$119,ORD,SFO,6:03 am,11:39 am,
United Airlines,2023-12-16,4h 41m,nonstop,2:20 pm – 5:01 pm,Basic Economy,$189,ORD,SFO,2:20 pm,5:01 pm,
United Airlines,2023-12-16,10h 11m,1 stop,10:35 am – 6:46 pm,Basic Economy,$119,ORD,SFO,10:35 am,6:46 pm,
Frontier,2023-12-17,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$74,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-17,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$69,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-17,4h 47m,nonstop,7:50 pm – 10:37 pm,Basic Economy,$149,ORD,SFO,7:50 pm,10:37 pm,
United Airlines,2023-12-17,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$149,ORD,SFO,6:00 pm,8:52 pm,
Alaska Airlines,2023-12-17,4h 56m,nonstop,2:30 pm – 5:26 pm,Saver,$159,ORD,SFO,2:30 pm,5:26 pm,
United Airlines,2023-12-17,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$171,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-17,4h 41m,nonstop,2:20 pm – 5:01 pm,Basic Economy,$171,ORD,SFO,2:20 pm,5:01 pm,
United Airlines,2023-12-17,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$187,ORD,SFO,11:05 am,1:56 pm,
United Airlines,2023-12-17,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$187,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-17,4h 44m,nonstop,9:00 am – 11:44 am,Basic Economy,$187,ORD,SFO,9:00 am,11:44 am,
American Airlines,2023-12-17,4h 52m,nonstop,8:45 am – 11:37 am,Basic Economy,$204,ORD,SFO,8:45 am,11:37 am,
American Airlines,2023-12-17,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$204,ORD,SFO,1:33 pm,4:23 pm,
American Airlines,2023-12-17,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$255,ORD,SFO,6:55 pm,9:56 pm,
United Airlines,2023-12-17,4h 50m,nonstop,7:00 am – 9:50 am,Basic Economy,$279,ORD,SFO,7:00 am,9:50 am,
Frontier,2023-12-17,8h 33m,1 stop,11:09 am – 5:42 pm,Economy,$79,MDW,SFO,11:09 am,5:42 pm,
American Airlines,2023-12-17,7h 05m,1 stop,8:35 am – 1:40 pm,Basic Economy,$149,ORD,SFO,8:35 am,1:40 pm,
Frontier,2023-12-18,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$79,MDW,SFO,6:35 pm,9:33 pm,
American Airlines,2023-12-18,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$119,ORD,SFO,1:33 pm,4:23 pm,
American Airlines,2023-12-18,4h 52m,nonstop,8:45 am – 11:37 am,Basic Economy,$119,ORD,SFO,8:45 am,11:37 am,
Alaska Airlines,2023-12-18,4h 56m,nonstop,2:30 pm – 5:26 pm,Saver,$119,ORD,SFO,2:30 pm,5:26 pm,
American Airlines,2023-12-18,5h 01m,nonstop,6:55 pm – 9:56 pm,Basic Economy,$159,ORD,SFO,6:55 pm,9:56 pm,
United Airlines,2023-12-18,4h 47m,nonstop,7:50 pm – 10:37 pm,Basic Economy,$171,ORD,SFO,7:50 pm,10:37 pm,
United Airlines,2023-12-18,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$129,ORD,SFO,3:55 pm,8:26 pm,
United Airlines,2023-12-18,4h 51m,nonstop,11:05 am – 1:56 pm,Basic Economy,$171,ORD,SFO,11:05 am,1:56 pm,
United Airlines,2023-12-18,4h 41m,nonstop,2:20 pm – 5:01 pm,Basic Economy,$176,ORD,SFO,2:20 pm,5:01 pm,
United Airlines,2023-12-18,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$182,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-18,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$182,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-18,7h 00m,1 stop,3:55 pm – 8:55 pm,Basic Economy,$129,ORD,SFO,3:55 pm,8:55 pm,
United Airlines,2023-12-18,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$187,ORD,SFO,6:00 pm,8:52 pm,
American Airlines,2023-12-18,7h 05m,1 stop,8:35 am – 1:40 pm,Basic Economy,$129,ORD,SFO,8:35 am,1:40 pm,
United Airlines,2023-12-18,7h 18m,1 stop,5:53 pm – 11:11 pm,Basic Economy,$129,ORD,SFO,5:53 pm,11:11 pm,
Frontier,2023-12-19,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$61,MDW,SFO,6:35 pm,9:33 pm,
United Airlines,2023-12-19,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$127,ORD,SFO,12:46 pm,3:35 pm,
United Airlines,2023-12-19,4h 41m,nonstop,2:20 pm – 5:01 pm,Basic Economy,$137,ORD,SFO,2:20 pm,5:01 pm,
United Airlines,2023-12-19,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$143,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-19,4h 45m,nonstop,9:00 am – 11:45 am,Basic Economy,$143,ORD,SFO,9:00 am,11:45 am,
American Airlines,2023-12-19,6h 56m,1 stop,6:11 am – 11:07 am,Basic Economy,$119,ORD,SFO,6:11 am,11:07 am,
United Airlines,2023-12-19,7h 18m,1 stop,5:53 pm – 11:11 pm,Basic Economy,$119,ORD,SFO,5:53 pm,11:11 pm,
United Airlines,2023-12-19,4h 47m,nonstop,7:50 pm – 10:37 pm,Basic Economy,$173,ORD,SFO,7:50 pm,10:37 pm,
United Airlines,2023-12-19,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$173,ORD,SFO,6:00 pm,8:52 pm,
American Airlines,2023-12-19,7h 35m,1 stop,12:10 pm – 5:45 pm,Basic Economy,$119,ORD,SFO,12:10 pm,5:45 pm,
United Airlines,2023-12-19,4h 50m,nonstop,7:00 am – 9:50 am,Basic Economy,$173,ORD,SFO,7:00 am,9:50 am,
Delta,2023-12-19,6h 25m,1 stop,2:00 pm – 6:25 pm,Basic Economy,$119,ORD,SFO,2:00 pm,6:25 pm,
United Airlines,2023-12-19,6h 41m,1 stop,7:10 am – 11:51 am,Basic Economy,$148,ORD,SFO,7:10 am,11:51 am,
American Airlines,2023-12-19,4h 50m,nonstop,1:33 pm – 4:23 pm,Basic Economy,$194,ORD,SFO,1:33 pm,4:23 pm,
American Airlines,2023-12-19,8h 52m,1 stop,10:53 am – 5:45 pm,Basic Economy,$119,ORD,SFO,10:53 am,5:45 pm,
Frontier,2023-12-20,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$129,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-20,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$111,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-20,36h 14m,2 stops,7:40 am – 5:54 pm+1,Economy,$97,MDW,SFO,7:40 am,5:54 pm,+1
United Airlines,2023-12-20,4h 41m,nonstop,2:20 pm – 5:01 pm,Basic Economy,$189,ORD,SFO,2:20 pm,5:01 pm,
United Airlines,2023-12-20,4h 48m,nonstop,7:00 am – 9:48 am,Basic Economy,$189,ORD,SFO,7:00 am,9:48 am,
American Airlines,2023-12-20,4h 56m,nonstop,2:15 pm – 5:11 pm,Basic Economy,$194,ORD,SFO,2:15 pm,5:11 pm,
American Airlines,2023-12-20,4h 51m,nonstop,9:55 am – 12:46 pm,Basic Economy,$194,ORD,SFO,9:55 am,12:46 pm,
Alaska Airlines,2023-12-20,4h 56m,nonstop,2:30 pm – 5:26 pm,Saver,$209,ORD,SFO,2:30 pm,5:26 pm,
United Airlines,2023-12-20,4h 39m,nonstop,4:05 pm – 6:44 pm,Basic Economy,$210,ORD,SFO,4:05 pm,6:44 pm,
United Airlines,2023-12-20,4h 52m,nonstop,6:00 pm – 8:52 pm,Basic Economy,$210,ORD,SFO,6:00 pm,8:52 pm,
United Airlines,2023-12-20,4h 45m,nonstop,9:00 am – 11:45 am,Basic Economy,$210,ORD,SFO,9:00 am,11:45 am,
United Airlines,2023-12-20,4h 47m,nonstop,7:50 pm – 10:37 pm,Basic Economy,$217,ORD,SFO,7:50 pm,10:37 pm,
United Airlines,2023-12-20,4h 49m,nonstop,12:46 pm – 3:35 pm,Basic Economy,$228,ORD,SFO,12:46 pm,3:35 pm,
Frontier,2023-12-20,9h 14m,1 stop,11:07 am – 6:21 pm,Economy,$149,MDW,SFO,11:07 am,6:21 pm,
"Spirit Airlines, Frontier",2023-12-20,10h 55m,1 stop,9:25 am – 6:20 pm,Economy,$127,ORD,SFO,9:25 am,6:20 pm,
American Airlines,2023-12-20,8h 10m,1 stop,6:00 am – 12:10 pm,Basic Economy,$169,ORD,SFO,6:00 am,12:10 pm,
United Airlines,2023-12-20,6h 31m,1 stop,3:55 pm – 8:26 pm,Basic Economy,$199,ORD,SFO,3:55 pm,8:26 pm,
Frontier,2023-12-21,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$160,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-21,13h 27m,1 stop,11:15 pm – 10:42 am+1,Economy,$105,MDW,SFO,11:15 pm,10:42 am,+1
United Airlines,2023-12-21,4h 55m,nonstop,7:10 am – 10:05 am,Basic Economy,$210,ORD,SFO,7:10 am,10:05 am,
United Airlines,2023-12-21,4h 50m,nonstop,6:15 am – 9:05 am,Basic Economy,$217,ORD,SFO,6:15 am,9:05 am,
United Airlines,2023-12-21,4h 47m,nonstop,8:06 pm – 10:53 pm,Basic Economy,$228,ORD,SFO,8:06 pm,10:53 pm,
United Airlines,2023-12-21,4h 45m,nonstop,8:45 am – 11:30 am,Basic Economy,$228,ORD,SFO,8:45 am,11:30 am,
Alaska Airlines,2023-12-21,4h 56m,nonstop,2:30 pm – 5:26 pm,Saver,$209,ORD,SFO,2:30 pm,5:26 pm,
United Airlines,2023-12-21,4h 52m,nonstop,9:05 pm – 11:57 pm,Basic Economy,$210,ORD,SFO,9:05 pm,11:57 pm,
United Airlines,2023-12-21,4h 44m,nonstop,3:55 pm – 6:39 pm,Basic Economy,$263,ORD,SFO,3:55 pm,6:39 pm,
United Airlines,2023-12-21,4h 57m,nonstop,6:18 pm – 9:15 pm,Basic Economy,$263,ORD,SFO,6:18 pm,9:15 pm,
United Airlines,2023-12-21,4h 54m,nonstop,10:50 am – 1:44 pm,Basic Economy,$282,ORD,SFO,10:50 am,1:44 pm,
Delta,2023-12-21,6h 25m,1 stop,2:00 pm – 6:25 pm,Basic Economy,$189,ORD,SFO,2:00 pm,6:25 pm,
American Airlines,2023-12-21,7h 12m,1 stop,6:00 am – 11:12 am,Basic Economy,$205,ORD,SFO,6:00 am,11:12 am,
United Airlines,2023-12-21,6h 38m,1 stop,7:10 am – 11:48 am,Basic Economy,$229,ORD,SFO,7:10 am,11:48 am,
American Airlines,2023-12-21,4h 51m,nonstop,9:55 am – 12:46 pm,Main Cabin,$329,ORD,SFO,9:55 am,12:46 pm,
American Airlines,2023-12-21,4h 56m,nonstop,2:15 pm – 5:11 pm,Main Cabin,$329,ORD,SFO,2:15 pm,5:11 pm,
Frontier,2023-12-22,26h 15m,1 stop,7:45 am – 8:00 am+1,Economy,$153,MDW,SFO,7:45 am,8:00 am,+1
Frontier,2023-12-22,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$219,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-22,18h 19m,1 stop,7:45 am – 12:04 am+1,Economy,$114,MDW,SFO,7:45 am,12:04 am,+1
United Airlines,2023-12-22,4h 50m,nonstop,7:10 am – 10:00 am,Basic Economy,$264,ORD,SFO,7:10 am,10:00 am,
United Airlines,2023-12-22,4h 47m,nonstop,8:06 pm – 10:53 pm,Basic Economy,$275,ORD,SFO,8:06 pm,10:53 pm,
United Airlines,2023-12-22,4h 45m,nonstop,8:45 am – 11:30 am,Basic Economy,$275,ORD,SFO,8:45 am,11:30 am,
United Airlines,2023-12-22,4h 44m,nonstop,3:55 pm – 6:39 pm,Basic Economy,$296,ORD,SFO,3:55 pm,6:39 pm,
United Airlines,2023-12-22,4h 54m,nonstop,10:50 am – 1:44 pm,Basic Economy,$308,ORD,SFO,10:50 am,1:44 pm,
Alaska Airlines,2023-12-22,4h 56m,nonstop,2:30 pm – 5:26 pm,Saver,$289,ORD,SFO,2:30 pm,5:26 pm,
American Airlines,2023-12-22,4h 56m,nonstop,2:15 pm – 5:11 pm,Main Cabin,$329,ORD,SFO,2:15 pm,5:11 pm,
United Airlines,2023-12-22,4h 52m,nonstop,9:05 pm – 11:57 pm,Basic Economy,$296,ORD,SFO,9:05 pm,11:57 pm,
United Airlines,2023-12-22,4h 57m,nonstop,6:18 pm – 9:15 pm,Economy,$373,ORD,SFO,6:18 pm,9:15 pm,
American Airlines,2023-12-22,4h 51m,nonstop,9:55 am – 12:46 pm,Main Cabin,$374,ORD,SFO,9:55 am,12:46 pm,
United Airlines,2023-12-22,6h 38m,1 stop,7:10 am – 11:48 am,Basic Economy,$306,ORD,SFO,7:10 am,11:48 am,
United Airlines,2023-12-22,4h 53m,nonstop,12:45 pm – 3:38 pm,Economy,$399,ORD,SFO,12:45 pm,3:38 pm,
American Airlines,2023-12-22,6h 56m,1 stop,8:01 pm – 12:57 am+1,Main Cabin,$339,ORD,SFO,8:01 pm,12:57 am,+1
United Airlines,2023-12-22,6h 31m,1 stop,5:50 pm – 10:21 pm,Economy,$391,ORD,SFO,5:50 pm,10:21 pm,
Frontier,2023-12-23,13h 27m,1 stop,11:15 pm – 10:42 am+1,Economy,$110,MDW,SFO,11:15 pm,10:42 am,+1
Frontier,2023-12-23,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$146,MDW,SFO,6:35 pm,9:33 pm,
Frontier,2023-12-23,13h 27m,1 stop,11:15 pm – 10:42 am+1,Economy,$105,MDW,SFO,11:15 pm,10:42 am,+1
United Airlines,2023-12-23,4h 52m,nonstop,9:05 pm – 11:57 pm,Basic Economy,$208,ORD,SFO,9:05 pm,11:57 pm,
United Airlines,2023-12-23,4h 47m,nonstop,8:06 pm – 10:53 pm,Basic Economy,$217,ORD,SFO,8:06 pm,10:53 pm,
United Airlines,2023-12-23,4h 44m,nonstop,3:55 pm – 6:39 pm,Basic Economy,$264,ORD,SFO,3:55 pm,6:39 pm,
United Airlines,2023-12-23,4h 57m,nonstop,6:18 pm – 9:15 pm,Basic Economy,$285,ORD,SFO,6:18 pm,9:15 pm,
United Airlines,2023-12-23,4h 50m,nonstop,7:10 am – 10:00 am,Basic Economy,$296,ORD,SFO,7:10 am,10:00 am,
United Airlines,2023-12-23,4h 45m,nonstop,8:45 am – 11:30 am,Basic Economy,$296,ORD,SFO,8:45 am,11:30 am,
Alaska Airlines,2023-12-23,4h 56m,nonstop,2:30 pm – 5:26 pm,Saver,$329,ORD,SFO,2:30 pm,5:26 pm,
American Airlines,2023-12-23,4h 56m,nonstop,2:15 pm – 5:11 pm,Main Cabin,$329,ORD,SFO,2:15 pm,5:11 pm,
United Airlines,2023-12-23,4h 54m,nonstop,10:40 am – 1:34 pm,Economy,$416,ORD,SFO,10:40 am,1:34 pm,
United Airlines,2023-12-23,4h 53m,nonstop,12:45 pm – 3:38 pm,Economy,$459,ORD,SFO,12:45 pm,3:38 pm,
"Spirit Airlines, Frontier",2023-12-23,10h 01m,1 stop,10:48 pm – 6:49 am+1,Economy,$160,ORD,SFO,10:48 pm,6:49 am,+1
United Airlines,2023-12-23,6h 31m,1 stop,5:50 pm – 10:21 pm,Basic Economy,$226,ORD,SFO,5:50 pm,10:21 pm,
Delta,2023-12-23,6h 25m,1 stop,2:00 pm – 6:25 pm,Basic Economy,$249,ORD,SFO,2:00 pm,6:25 pm,
Frontier,2023-12-24,4h 58m,nonstop,6:35 pm – 9:33 pm,Economy,$84,MDW,SFO,6:35 pm,9:33 pm,
